#ccds	RefSeq	UniProtKB
CCDS2.2	NP_689699.2	Q96NU1-3
CCDS45318.1	NP_001077081.1	A2RU49-3
CCDS45319.1	NP_001096138.1	P25789-2
CCDS45320.1	NP_001139120.1	Q13972-3
CCDS45322.1	NP_001108207.1	Q16548-2
CCDS45323.1	NP_067037.1	Q6PCB6-1
CCDS45324.1	NP_001074001.1	Q7Z5M5-1
CCDS45325.2	NP_001157937.2	A6NI86
CCDS45326.1	NP_937824.3	A6NEM1-1
CCDS45329.2	NP_085097.3	Q9BZB8-3
CCDS45330.2	NP_001073002.1	Q9BZB8-4
CCDS45330.2	NP_001073003.1	Q9BZB8-4
CCDS45330.2	NP_001275748.1	Q9BZB8-4
CCDS45331.1	NP_004635.2	Q13367-1
CCDS45332.1	NP_001007123.1	A1L4K1-1
CCDS45333.1	NP_001073904.1	Q8TF30
CCDS45334.1	NP_955362.1	Q9NSB8-1
CCDS45336.1	NP_004830.2	Q9NSB8-2
CCDS45338.1	NP_001138375.1	Q9BZW5-2
CCDS45339.1	NP_116245.2	Q6P4I2
CCDS45340.1	NP_055115.1	P67812-1
CCDS45343.1	NP_060466.2	Q7L5Y6-2
CCDS45344.1	NP_001137546.1	Q7L5Y6-1
CCDS45344.1	NP_001308525.1	Q7L5Y6-1
CCDS45345.1	NP_001108086.1	Q08431-3
CCDS45346.1	NP_001106849.1	Q9NVI1-3
CCDS45348.1	NP_001036039.1	Q6UUV7-3
CCDS45349.1	NP_001137256.1	P07332-4
CCDS45350.1	NP_001137255.1	P07332-3
CCDS45351.1	NP_001137257.1	P07332-2
CCDS45352.1	NP_955445.1	O43663-4
CCDS45353.2	NP_001254509.1	O43663-3
CCDS45354.1	NP_001138516.1	Q9UIG8-2
CCDS45355.1	NP_997329.2	Q3ZCQ3
CCDS45356.1	NP_001036037.1	O14647-3
CCDS45357.1	NP_064596.2	Q96B86-1
CCDS45358.1	NP_001138627.1	P24468-2
CCDS45359.1	NP_001138628.1	P24468-3
CCDS45359.1	NP_001138629.1	P24468-3
CCDS45360.1	NP_872368.2	Q8N8A8
CCDS45362.1	NP_001339546.1	Q02078-5
CCDS45362.1	NP_005578.2	Q02078-5
CCDS45363.1	NP_001124399.1	Q02078-7
CCDS45364.1	NP_001135744.1	O75154-2
CCDS45365.1	NP_660313.1	P0CG20
CCDS45366.1	NP_001288088.1	P0CG21
CCDS45366.1	NP_788850.1	P0CG21
CCDS45367.1	NP_001035252.1	Q96S19-5
CCDS45368.1	NP_115742.3	Q96S19-1
CCDS45370.1	NP_001170826.1	Q13421-3
CCDS45370.1	NP_005814.2	Q13421-3
CCDS45371.1	NP_071375.1	Q8WVB6-1
CCDS45373.1	NP_073610.2	Q96S06-1
CCDS45375.1	NP_066921.2	O95180-1
CCDS45376.1	NP_001005407.1	O95180-2
CCDS45378.1	NP_001107803.1	P51798-2
CCDS45380.1	NP_001135870.1	Q6P587-2
CCDS45381.2	NP_001009606.3	Q96QI5
CCDS45382.1	NP_001123484.1	Q15599-1
CCDS45383.1	NP_004776.3	Q15599-2
CCDS45384.1	NP_001107854.1	P49815-4
CCDS45385.1	NP_000287.3	P98161-3
CCDS45387.1	NP_009039.1	Q15370-1
CCDS45388.1	NP_659206.1	Q9Y6M0-3
CCDS45390.1	NP_115672.2	Q4VC44-2
CCDS45391.1	NP_872629.1	Q99640-2
CCDS45392.1	NP_001135822.1	Q86W42-3
CCDS45393.1	NP_001096645.1	A1A5D9-1
CCDS45394.1	NP_001012652.1	P24001-5
CCDS45394.1	NP_001012653.1	P24001-5
CCDS45395.1	NP_001138918.1	P98182-3
CCDS45395.1	NP_001138919.1	P98182-3
CCDS45395.1	NP_001138920.1	P98182-3
CCDS45396.1	NP_001077069.1	Q9H7X0-1
CCDS45396.1	NP_001077070.1	Q9H7X0-1
CCDS45396.1	NP_079121.1	Q9H7X0-1
CCDS45397.1	NP_001073993.1	A8MZG2
CCDS45398.1	NP_079069.1	Q96AJ1-2
CCDS45399.1	NP_001073315.1	Q92793-2
CCDS45400.1	NP_001128582.1	Q96EY1-2
CCDS45401.2	NP_001135763.2	O60291-4
CCDS45402.1	NP_001135762.1	O60291-1
CCDS45403.1	NP_055507.1	O43304
CCDS45404.2	NP_001091984.2	Q6UX73-2
CCDS45405.1	NP_665899.1	Q9NWB1-4
CCDS45407.1	NP_001127880.1	Q12879-2
CCDS45408.1	NP_001072980.1	A6NH52-1
CCDS45409.1	NP_056041.1	Q2KHT3-1
CCDS45410.1	NP_005416.1	Q05952
CCDS45411.1	NP_001129945.1	Q99732-3
CCDS45412.1	NP_002085.2	P15170-3
CCDS45413.1	NP_001123478.1	P15170-2
CCDS45414.1	NP_001123479.1	P15170-1
CCDS45417.2	NP_001138676.2	B4DS77-1
CCDS45418.2	NP_001138677.2	B4DS77-3
CCDS45419.1	NP_002573.1	O95453-1
CCDS45420.1	NP_001127949.1	O95453-2
CCDS45421.1	NP_001121895.1	Q2QL34-1
CCDS45422.1	NP_001135941.1	Q96MC5-2
CCDS45423.1	NP_001035203.1	P35749-2
CCDS45424.1	NP_001035202.1	P35749-3
CCDS45430.1	NP_055907.3	Q96Q15-1
CCDS45431.1	NP_001098718.1	Q6UXY8-1
CCDS45431.1	NP_001248770.1	Q6UXY8-1
CCDS45432.1	NP_001007243.2	P55259-4
CCDS45433.1	NP_001007242.2	P55259-2
CCDS45435.1	NP_973729.1	Q53FZ2-2
CCDS45436.1	NP_001136197.1	A8K979-1
CCDS45437.1	NP_001138396.1	Q96IC2-2
CCDS45440.1	NP_001070648.1	Q9H1A3-2
CCDS45441.1	NP_775886.3	A6NCI4-1
CCDS45444.1	NP_116015.2	Q7Z6E9-3
CCDS45445.1	NP_057393.2	Q9UIC8-1
CCDS45446.1	NP_001027563.1	Q9UIC8-3
CCDS45448.1	NP_001138820.1	Q8N371-3
CCDS45450.1	NP_001103233.1	Q6UXU4-1
CCDS45451.1	NP_680782.1	Q8WWM7-8
CCDS45452.1	NP_001135923.1	Q9H2V7-2
CCDS45453.1	NP_001135921.1	Q9H2V7-3
CCDS45454.1	NP_001135922.1	Q9H2V7-4
CCDS45455.1	NP_001014988.1	O43561-4
CCDS45458.1	NP_001107572.1	Q6UXD5-6
CCDS45459.1	NP_001138996.1	P61236-1
CCDS45460.1	NP_001135777.1	Q7L3S4
CCDS45460.1	NP_057727.2	Q7L3S4
CCDS45461.1	NP_001107852.1	P20701-3
CCDS45463.1	NP_001073886.1	Q9UEG4
CCDS45464.1	NP_001136016.1	Q16619-2
CCDS45465.1	NP_001093254.2	Q6PCT2-1
CCDS45466.1	NP_001136249.1	Q9H2F3-2
CCDS45466.1	NP_001136250.1	Q9H2F3-2
CCDS45467.1	NP_001116429.1	O14874-3
CCDS45468.1	NP_892003.2	Q9H7Z6-2
CCDS45469.1	NP_002764.1	Q16651-1
CCDS45470.1	NP_000623.2	P11215-1
CCDS45471.1	NP_001129981.1	Q8N446
CCDS45471.1	NP_001340310.1	Q8N446
CCDS45472.1	NP_001098717.1	Q96C12-1
CCDS45473.1	NP_001124385.1	Q7Z2F6-1
CCDS45475.1	NP_057296.1	Q9ULZ0-2
CCDS45477.1	NP_001093157.1	Q9ULZ0-2
CCDS45478.1	NP_001135938.1	Q8TD30-2
CCDS45479.1	NP_694574.3	O75113
CCDS45480.1	NP_694993.2	Q8N9A8-2
CCDS45481.1	NP_001138444.1	Q7Z614-4
CCDS45482.1	NP_056062.1	Q9NQC7-1
CCDS45483.1	NP_001121364.1	Q9NSC2-2
CCDS45485.1	NP_001339056.1	Q3L8U1-2
CCDS45485.1	NP_079410.4	Q3L8U1-2
CCDS45486.1	NP_001121369.1	Q68CZ1-2
CCDS45487.1	NP_001121363.1	P08253-3
CCDS45488.1	NP_001020365.1	P23141-1
CCDS45489.1	NP_001257.4	P23141-3
CCDS45490.1	NP_001137157.1	Q6NT32-1
CCDS45491.1	NP_001119579.1	P55017-3
CCDS45492.1	NP_001010989.1	Q15011-2
CCDS45493.1	NP_001123572.1	Q9BVG8-2
CCDS45494.1	NP_001123571.1	Q9BVG8-5
CCDS45494.1	NP_001305643.1	Q9BVG8-5
CCDS45494.1	NP_001305644.1	Q9BVG8-5
CCDS45495.1	NP_001129111.1	Q14028-3
CCDS45496.1	NP_955535.2	Q6URK8-1
CCDS45497.1	NP_001135774.1	Q9H0I3-2
CCDS45498.1	NP_001119601.1	Q9BRX5-3
CCDS45499.1	NP_001119602.1	Q9BRX5-2
CCDS45500.1	NP_001123959.1	Q9ULP0-6
CCDS45501.1	NP_996882.1	A5YKK6-4
CCDS45502.1	NP_001035228.1	Q9UBR5-5
CCDS45503.1	NP_851786.1	Q8IZ96-1
CCDS45506.1	NP_057146.1	Q9Y3D0
CCDS45508.1	NP_074036.1	Q13951-2
CCDS45509.1	NP_171608.2	Q6UX72
CCDS45510.1	NP_001529.2	Q9ULV5-2
CCDS45511.1	NP_054906.2	Q9BTX3-1
CCDS45512.1	NP_001123203.1	Q58EX7-2
CCDS45513.1	NP_001013860.1	Q6F5E8-1
CCDS45514.1	NP_001032358.1	Q9NPB6-2
CCDS45516.1	NP_078838.1	Q9C0B7
CCDS45517.1	NP_037377.1	Q9UN37
CCDS45518.1	NP_619727.2	O94916-5
CCDS45519.1	NP_001106649.1	O94916-4
CCDS45520.1	NP_001309046.1	Q8NCN5-1
CCDS45520.1	NP_060460.4	Q8NCN5-1
CCDS45522.1	NP_001025178.1	O43747-2
CCDS45523.1	NP_001131147.1	P0C7T5
CCDS45524.1	NP_005134.1	P00738-1
CCDS45525.1	NP_001119574.1	P00738-2
CCDS45526.1	NP_001139138.1	Q92896-3
CCDS45527.1	NP_001139139.1	Q92896-1
CCDS45528.1	NP_001135969.1	Q8NB16-2
CCDS45529.1	NP_919417.1	Q86WU2-2
CCDS45530.1	NP_001070886.1	Q9H6L2-1
CCDS45532.1	NP_001123561.1	Q15046-2
CCDS45533.1	NP_001123451.1	A8MT33
CCDS45534.1	NP_001528.1	O75506
CCDS45535.1	NP_647610.2	Q15572-2
CCDS45536.1	NP_001138872.1	Q8NCV1-1
CCDS45537.1	NP_005144.2	Q14694-1
CCDS45538.1	NP_001139020.1	Q9NXF8-2
CCDS45539.1	NP_001127945.1	Q14687-2
CCDS45540.1	NP_996850.1	Q96GX8
CCDS45541.1	NP_001135760.1	O43402-2
CCDS45544.1	NP_001120936.2	Q96JG9
CCDS45545.1	NP_001012777.1	Q2VPK5-1
CCDS45546.1	NP_001025189.1	P07741-2
CCDS45547.2	NP_001073956.2	A6NDY0-1
CCDS45550.1	NP_872337.2	Q96MU6-1
CCDS45552.1	NP_002759.2	Q9HD42-1
CCDS45554.1	NP_001106997.1	Q8N554-1
CCDS45555.1	NP_001229750.1	Q6ZN54-2
CCDS45555.1	NP_001229751.1	Q6ZN54-2
CCDS45555.1	NP_060172.1	Q6ZN54-2
CCDS45556.1	NP_659476.2	B2RD01
CCDS45557.1	NP_001091643.1	Q9NQW5-3
CCDS45558.1	NP_001121631.1	Q5VIR6-4
CCDS45559.1	NP_056536.2	P57678
CCDS45560.1	NP_001157877.1	Q7RTU4
CCDS45561.1	NP_005197.3	P46108-2
CCDS45562.1	NP_001074419.1	O00159-3
CCDS45563.1	NP_006215.1	Q00169
CCDS45564.1	NP_663325.1	Q14162-3
CCDS45567.1	NP_001157879.1	A6NGC4
CCDS45569.1	NP_848663.1	Q86UN2
CCDS45570.1	NP_001091979.1	O43147-1
CCDS45572.1	NP_056044.3	O75153
CCDS45573.1	NP_055900.4	Q684P5-1
CCDS45574.1	NP_001093868.1	Q684P5-2
CCDS45576.1	NP_061197.4	Q8NER1-1
CCDS45576.1	NP_542435.2	Q8NER1-1
CCDS45576.1	NP_542436.2	Q8NER1-1
CCDS45576.1	NP_542437.2	Q8NER1-1
CCDS45578.1	NP_001107590.1	Q53F19-1
CCDS45579.1	NP_005164.2	Q93084-2
CCDS45580.1	NP_777617.1	Q93084-4
CCDS45582.1	NP_001116362.1	Q6P531-1
CCDS45583.1	NP_001108446.1	Q2TAL5-1
CCDS45584.1	NP_001129518.1	Q9H091-1
CCDS45585.1	NP_001138413.1	Q7Z5L0-2
CCDS45586.1	NP_001138412.1	Q7Z5L0-3
CCDS45587.1	NP_001138411.1	Q7Z5L0-4
CCDS45588.1	NP_722549.2	Q8N4C8-1
CCDS45589.1	NP_733763.1	Q8N4C8-3
CCDS45590.1	NP_001020108.1	Q8N4C8-4
CCDS45591.1	NP_001139008.1	Q6ZR85
CCDS45592.1	NP_004694.2	Q15276-1
CCDS45593.1	NP_001137310.1	Q86YT5-2
CCDS45594.2	NP_001004333.2	Q6P5S7-1
CCDS45595.1	NP_001136270.1	Q8IXM2-3
CCDS45596.1	NP_001136271.1	Q8IXM2-2
CCDS45597.1	NP_006335.2	Q8IUN9-2
CCDS45598.1	NP_550436.1	P07307-2
CCDS45599.1	NP_001356.1	P78352-2
CCDS45600.1	NP_001122299.1	P78352-3
CCDS45601.1	NP_001137232.1	P63241-2
CCDS45602.1	NP_003976.2	Q13470-2
CCDS45603.1	NP_001096084.1	P0C7Q6
CCDS45604.1	NP_004851.2	P51116
CCDS45605.1	NP_001119585.1	P04637-3
CCDS45606.1	NP_001119586.1	P04637-2
CCDS45607.1	NP_898888.1	Q6UX40-1
CCDS45608.1	NP_001140156.1	A6NCQ9
CCDS45609.1	NP_001121548.1	A6NLX3
CCDS45610.1	NP_694942.3	Q70EL4-1
CCDS45611.1	NP_003635.2	O60861-2
CCDS45613.1	NP_003793.2	Q9UKX3
CCDS45614.1	NP_001094857.1	P0C851
CCDS45615.1	NP_997269.2	Q6ZSJ9-3
CCDS45616.1	NP_055674.4	Q17R89-1
CCDS45617.1	NP_001128508.1	Q96ET8-3
CCDS45619.1	NP_006373.2	O95170-1
CCDS45620.1	NP_001107039.1	Q8NAA5-1
CCDS45621.1	NP_055510.1	A2RUR9-1
CCDS45622.1	NP_001123562.1	Q9H069-1
CCDS45622.1	NP_112584.3	Q9H069-1
CCDS45623.1	NP_001123563.1	Q9H069-2
CCDS45623.1	NP_001123564.1	Q9H069-2
CCDS45624.1	NP_683684.2	Q96C03-3
CCDS45625.1	NP_001138372.1	Q96C03-2
CCDS45626.1	NP_001138599.1	A8MZ36
CCDS45627.1	NP_001123250.1	Q8TC17-1
CCDS45628.1	NP_001028726.1	Q5M775-3
CCDS45629.1	NP_001106905.1	A8MQB3
CCDS45631.1	NP_001070148.1	A8MSI8
CCDS45636.1	NP_001138414.1	Q9BZG1-2
CCDS45637.1	NP_001070966.1	Q8WU58
CCDS45637.1	NP_001275561.1	Q8WU58
CCDS45637.1	NP_001275562.1	Q8WU58
CCDS45637.1	NP_001275563.1	Q8WU58
CCDS45637.1	NP_001275564.1	Q8WU58
CCDS45637.1	NP_060652.2	Q8WU58
CCDS45638.1	NP_001092105.1	Q53EL9-3
CCDS45639.1	NP_849191.3	Q53EL9-1
CCDS45641.1	NP_976063.1	Q92614-4
CCDS45642.1	NP_510880.2	Q92614-1
CCDS45644.1	NP_001007025.1	O95249-2
CCDS45645.1	NP_001121619.1	P21359-5
CCDS45646.1	NP_001136043.1	O75771-8
CCDS45647.1	NP_001014445.1	Q9NVX2-2
CCDS45648.1	NP_001028748.1	Q8IWX7-3
CCDS45648.1	NP_001253981.1	Q8IWX7-3
CCDS45650.1	NP_001123292.1	P0C7P3-1
CCDS45651.1	NP_001027449.1	Q9H239-2
CCDS45652.1	NP_116738.1	Q16627-2
CCDS45653.1	NP_001116864.3	P0C7X1
CCDS45654.1	NP_079385.2	Q96H55-4
CCDS45655.1	NP_775896.3	Q8N4C9-1
CCDS45656.1	NP_001278847.1	O75478-2
CCDS45656.1	NP_597683.3	O75478-2
CCDS45658.1	NP_001116863.3	Q8IZP1-1
CCDS45660.1	NP_079524.2	Q9C0H9-5
CCDS45661.1	NP_001124149.1	A6NHQ4
CCDS45662.1	NP_001129970.1	P0C7P0
CCDS45663.1	NP_060218.1	Q9NXE8-1
CCDS45664.1	NP_001137440.1	A6NH57
CCDS45665.1	NP_954856.1	Q02641-3
CCDS45666.1	NP_055898.1	Q9NYV4-2
CCDS45667.1	NP_001005862.1	P04626-5
CCDS45669.1	NP_835465.2	Q96QA5
CCDS45670.1	NP_001012241.1	Q68DK7-3
CCDS45671.1	NP_001138774.1	P10276-3
CCDS45672.1	NP_001058.2	P11388-1
CCDS45674.1	NP_114166.1	Q9BYQ9
CCDS45675.1	NP_149048.2	Q9BYQ6
CCDS45677.1	NP_003306.3	Q99615-1
CCDS45678.1	NP_001138238.1	Q99615-2
CCDS45679.1	NP_001138400.1	Q9NYR9-3
CCDS45680.1	NP_001138401.1	Q9NYR9-4
CCDS45682.1	NP_001136095.1	Q8N2G8-2
CCDS45683.1	NP_001123492.1	Q93050-3
CCDS45684.1	NP_001123493.1	Q93050-2
CCDS45685.1	NP_001035997.2	Q13057-2
CCDS45687.1	NP_937847.1	Q9UH92-3
CCDS45688.1	NP_057640.1	Q9P2W1-1
CCDS45689.1	NP_005780.2	P61289
CCDS45690.1	NP_001149.2	O75106-2
CCDS45694.1	NP_005890.2	Q14596-1
CCDS45694.1	NP_114068.1	Q14596-1
CCDS45695.1	NP_001129955.1	B2RV13
CCDS45696.1	NP_005465.2	Q9UQL6-1
CCDS45697.1	NP_064603.1	Q14CW9-2
CCDS45698.1	NP_001138297.1	Q59EK9-1
CCDS45699.1	NP_006686.1	Q59EK9-3
CCDS45700.1	NP_001137252.1	Q9BZJ4-1
CCDS45701.1	NP_940877.2	A8MVW0
CCDS45703.2	NP_001138552.2	A2RUB1-4
CCDS45704.1	NP_653210.2	Q96MW1-1
CCDS45705.1	NP_001092695.1	Q96MW1-2
CCDS45706.2	NP_079380.2	Q8NFT6-2
CCDS45707.1	NP_001136077.1	Q15029-2
CCDS45708.1	NP_001124491.1	P14136-3
CCDS45710.1	NP_001129178.1	Q8NC06-3
CCDS45710.1	NP_001308281.1	Q8NC06-3
CCDS45710.1	NP_001308282.1	Q8NC06-3
CCDS45711.1	NP_001129179.1	Q8NC06-1
CCDS45712.1	NP_001138618.1	P34998-1
CCDS45713.1	NP_001138620.1	P34998-4
CCDS45714.1	NP_001138619.1	P34998-3
CCDS45715.1	NP_001116538.2	P10636-9
CCDS45716.1	NP_001116539.1	P10636-7
CCDS45719.1	NP_001012529.1	O14653-3
CCDS45720.1	NP_001107563.1	P30260-2
CCDS45721.1	NP_006301.3	P55786-1
CCDS45722.1	NP_055541.1	A7MCY6-1
CCDS45723.1	NP_001138495.1	Q96FV2-2
CCDS45725.1	NP_001128658.1	Q9P2A4-2
CCDS45726.1	NP_001137276.1	Q8TCT1-3
CCDS45727.1	NP_001070974.1	Q86UU9-5
CCDS45728.1	NP_001925.2	Q92988-2
CCDS45729.1	NP_001129169.1	Q16586-2
CCDS45730.1	NP_061496.2	O43497-1
CCDS45731.1	NP_938199.1	O43497-12
CCDS45732.1	NP_938198.1	O43497-11
CCDS45733.1	NP_938200.1	O43497-13
CCDS45734.1	NP_938406.1	O43497-33
CCDS45735.1	NP_938201.1	O43497-2
CCDS45736.1	NP_938190.1	O43497-5
CCDS45737.1	NP_938197.1	O43497-10
CCDS45739.1	NP_001137542.1	O15438-5
CCDS45740.1	NP_001124000.1	O60271-1
CCDS45741.1	NP_001095872.1	Q9UKL6-2
CCDS45742.1	NP_077729.1	O95153-2
CCDS45743.1	NP_536340.1	O43236-6
CCDS45745.1	NP_002867.1	O43502-2
CCDS45746.1	NP_001005207.1	O94972-1
CCDS45747.1	NP_872426.1	Q8WVK7-1
CCDS45748.1	NP_001094065.1	Q8WVK7-2
CCDS45749.1	NP_001092902.1	Q9H6U6-1
CCDS45750.1	NP_065799.1	Q9H0H0
CCDS45751.1	NP_001138405.1	Q8N7B9-2
CCDS45752.1	NP_859076.3	Q96IZ6-1
CCDS45753.1	NP_001271292.1	Q86UE8-3
CCDS45754.1	NP_079461.2	Q9HCD6-1
CCDS45755.1	NP_690043.1	P12821-3
CCDS45756.1	NP_001091896.1	Q92925-1
CCDS45757.1	NP_072052.1	P01242-4
CCDS45758.1	NP_072050.1	P01242-3
CCDS45759.1	NP_072102.1	Q14406-3
CCDS45760.1	NP_072053.1	P01241-2
CCDS45761.1	NP_000325.4	P35499
CCDS45762.1	NP_001424.3	O75460-1
CCDS45763.1	NP_612372.1	Q96GE4-1
CCDS45764.1	NP_001075424.1	O75916-5
CCDS45765.1	NP_858041.2	Q2M2W7-1
CCDS45766.1	NP_001092302.1	Q969W3-2
CCDS45767.1	NP_001094092.1	Q9BSJ5-3
CCDS45768.1	NP_001123357.1	A6NMK7
CCDS45769.1	NP_001138424.1	Q58EX2-1
CCDS45770.1	NP_443101.1	Q9BSA4-2
CCDS45771.1	NP_057269.1	Q9UK76-1
CCDS45772.1	NP_001002033.1	Q9UK76-3
CCDS45772.1	NP_001275538.1	Q9UK76-3
CCDS45772.1	NP_001275539.1	Q9UK76-3
CCDS45773.1	NP_001005849.1	P61956-2
CCDS45774.1	NP_008868.3	P61956-1
CCDS45775.1	NP_001136115.1	Q8WXE0-2
CCDS45776.1	NP_001015002.1	Q6P1M3-3
CCDS45777.1	NP_001003716.1	O94762-2
CCDS45778.2	NP_001073888.2	Q9C0B0
CCDS45779.2	NP_001306122.1	Q8TES7-6
CCDS45780.2	NP_001106795.2	Q86WV5
CCDS45781.1	NP_001138770.1	Q9UPT5-5
CCDS45782.1	NP_001138769.1	Q9UPT5-3
CCDS45783.1	NP_001138771.1	Q9UPT5-6
CCDS45785.1	NP_001136073.1	Q9NYA1-1
CCDS45785.1	NP_001136074.1	Q9NYA1-1
CCDS45785.1	NP_001342068.1	Q9NYA1-1
CCDS45786.1	NP_940932.2	P84157-2
CCDS45787.1	NP_001073979.3	Q86XA0-1
CCDS45787.1	NP_001193912.1	Q86XA0-1
CCDS45787.1	NP_001193913.1	Q86XA0-1
CCDS45787.1	NP_001289632.1	Q86XA0-1
CCDS45788.1	NP_945193.1	Q3V5L5-2
CCDS45789.1	NP_001137473.1	Q92503-3
CCDS45790.1	NP_001106963.1	Q9UHD8-1
CCDS45791.1	NP_006631.2	Q9UHD8-2
CCDS45792.1	NP_001106965.1	Q9UHD8-5
CCDS45793.1	NP_001106964.1	Q9UHD8-3
CCDS45793.1	NP_001106966.1	Q9UHD8-3
CCDS45794.1	NP_001106967.1	Q9UHD8-8
CCDS45795.1	NP_001106968.1	Q9UHD8-4
CCDS45795.1	NP_001280626.1	Q9UHD8-4
CCDS45795.1	NP_001280627.1	Q9UHD8-4
CCDS45798.1	NP_061869.2	Q9HCJ0-1
CCDS45799.1	NP_001136112.1	Q9HCJ0-2
CCDS45801.1	NP_001138998.1	Q63HM1-2
CCDS45805.1	NP_001076044.1	A6NFN3-1
CCDS45805.1	NP_001337382.1	A6NFN3-1
CCDS45806.1	NP_001138360.1	Q9UQB8-2
CCDS45807.1	NP_001073864.2	Q6ZMQ8-1
CCDS45808.1	NP_055799.2	Q9UPN4-2
CCDS45809.1	NP_001079990.1	A1L188
CCDS45810.1	NP_001070650.1	O14926-2
CCDS45811.1	NP_036550.1	O14926-1
CCDS45812.1	NP_060391.2	Q8TAT6-1
CCDS45813.1	NP_001035114.1	Q0P5N6
CCDS45814.1	NP_001087236.1	C9JLW8
CCDS45814.1	NP_997251.2	C9JLW8
CCDS45815.1	NP_001138585.2	A6NDP7
CCDS45817.1	NP_001093878.1	Q9BQA9-2
CCDS45818.1	NP_005984.3	Q9BTW9-1
CCDS45820.1	NP_005122.2	Q96FV9-1
CCDS45821.1	NP_001340994.1	Q7L5Y1-2
CCDS45822.1	NP_056110.2	A6NHR9-1
CCDS45823.1	NP_062830.1	P52179-2
CCDS45824.1	NP_003794.3	P52179-1
CCDS45825.1	NP_001073678.1	A6NKL6
CCDS45827.1	NP_003817.1	Q99747-1
CCDS45829.1	NP_001122098.1	Q08AE8-1
CCDS45830.1	NP_001122099.1	Q08AE8-5
CCDS45832.1	NP_112493.2	Q96EE3-2
CCDS45835.1	NP_001131143.1	B2RU33
CCDS45836.1	NP_001136438.1	Q9C091-1
CCDS45837.1	NP_758441.2	Q96RT6-1
CCDS45838.1	NP_001121189.2	Q16787-3
CCDS45839.1	NP_001129465.1	Q8N584-1
CCDS45840.1	NP_722454.1	O75952-4
CCDS45841.1	NP_001137300.1	Q9H3N8-2
CCDS45842.1	NP_001020267.1	Q8TAA3-5
CCDS45843.1	NP_001020268.1	Q8TAA3-2
CCDS45845.1	NP_001127925.1	Q86SJ6-2
CCDS45846.1	NP_005916.2	Q16820
CCDS45847.1	NP_085135.1	Q9C0F0-1
CCDS45848.1	NP_116757.2	Q9Y4J8-2
CCDS45850.1	NP_001137299.1	Q15555-3
CCDS45851.1	NP_001137298.1	Q15555-5
CCDS45852.1	NP_001128650.1	Q8NF99-1
CCDS45853.1	NP_001092287.1	Q6PI98-4
CCDS45854.1	NP_001092876.1	Q13433-2
CCDS45855.1	NP_065827.1	Q86T90-1
CCDS45856.1	NP_001020258.1	Q9BZC1-4
CCDS45857.1	NP_001020259.1	Q9BZC1-3
CCDS45858.1	NP_001020260.1	Q9BZC1-5
CCDS45859.1	NP_001123582.1	Q9Y6X0-2
CCDS45860.1	NP_001122060.3	Q13336-2
CCDS45860.1	NP_001139509.1	Q13336-2
CCDS45861.1	NP_001138944.1	Q8IVV2-3
CCDS45862.1	NP_001138945.1	Q8IVV2-5
CCDS45864.1	NP_001135869.1	O43310-2
CCDS45865.1	NP_000976.1	P18621-1
CCDS45865.1	NP_001030178.1	P18621-1
CCDS45865.1	NP_001186269.1	P18621-1
CCDS45865.1	NP_001186270.1	P18621-1
CCDS45865.1	NP_001186271.1	P18621-1
CCDS45865.1	NP_001186272.1	P18621-1
CCDS45865.1	NP_001186273.1	P18621-1
CCDS45866.1	NP_001095124.1	Q9P0U4-2
CCDS45867.1	NP_001120647.1	Q9BYG7-2
CCDS45868.1	NP_001120648.1	Q9BYG7-5
CCDS45869.1	NP_001120646.1	Q9BYG7-6
CCDS45871.1	NP_056647.1	Q9UBB5-3
CCDS45872.1	NP_001138439.1	Q96PU5-1
CCDS45873.1	NP_056092.2	Q96PU5-5
CCDS45874.1	NP_001138440.1	Q96PU5-7
CCDS45875.1	NP_001138436.1	Q96PU5-4
CCDS45875.1	NP_001138437.1	Q96PU5-4
CCDS45875.1	NP_001138438.1	Q96PU5-4
CCDS45876.1	NP_001138442.1	Q96PU5-9
CCDS45876.1	NP_001138443.1	Q96PU5-9
CCDS45877.1	NP_001012530.1	P07492-3
CCDS45878.1	NP_001012531.1	P07492-2
CCDS45879.1	NP_036459.1	O95427
CCDS45879.1	NP_789744.1	O95427
CCDS45880.1	NP_060212.4	Q9C0B9-1
CCDS45881.2	NP_919431.2	O60346-1
CCDS45882.1	NP_000648.2	P10415-2
CCDS45884.1	NP_001136430.1	Q8NCQ5-1
CCDS45885.1	NP_060227.2	Q9C0G0-1
CCDS45886.1	NP_001129652.1	C9JCN9
CCDS45889.1	NP_803545.1	O43688-3
CCDS45890.1	NP_001129735.1	Q8TF44
CCDS45891.1	NP_036567.2	P98077
CCDS45892.1	NP_114367.1	P26599-2
CCDS45894.1	NP_055778.2	Q9Y2G9-1
CCDS45895.1	NP_001093592.1	Q9Y2G9-3
CCDS45896.1	NP_000446.1	Q15831-1
CCDS45897.1	NP_620279.1	Q14353-2
CCDS45898.1	NP_689695.2	Q9UFG5-1
CCDS45899.1	NP_001129611.1	P15923-2
CCDS45899.1	NP_001338708.1	P15923-2
CCDS45900.1	NP_001073957.1	O60422
CCDS45901.1	NP_620168.1	O60423-2
CCDS45902.1	NP_001123583.1	Q96GS6-1
CCDS45903.1	NP_524558.1	Q969E2-1
CCDS45905.1	NP_001094861.1	P0C6S8
