Study,Cancer.Types,scale,Sample.Names,Accuracy,SBS1
nonPCAWG-WGS,Skin-Melanoma,genome,ML_59_T_01,0.931,426
nonPCAWG-WGS,Skin-Melanoma,genome,ML_63_T_01,0.973,356
nonPCAWG-WGS,Skin-Melanoma,genome,ML_64_T_01,0.996,334
nonPCAWG-WGS,Skin-Melanoma,genome,ML_66_T_01,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,ML_67_T_01,0.955,273
nonPCAWG-WGS,Skin-Melanoma,genome,ML_68_T_01,0.956,284
nonPCAWG-WGS,Skin-Melanoma,genome,ML_69_T_01,0.992,0
nonPCAWG-WGS,Skin-Melanoma,genome,ML_72_T_01,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,ML_73_T_01,0.995,194
nonPCAWG-WGS,Skin-Melanoma,genome,ML_74_T_01,0.996,92
nonPCAWG-WGS,Skin-Melanoma,genome,ML_75_T_01,0.964,324
nonPCAWG-WGS,Skin-Melanoma,genome,ML_76_T_01,0.967,437
nonPCAWG-WGS,Skin-Melanoma,genome,ML_77_T_01,0.964,391
nonPCAWG-WGS,Skin-Melanoma,genome,ML_79_T_01,0.922,94
nonPCAWG-WGS,Skin-Melanoma,genome,ML_81_T_01,0.997,270
nonPCAWG-WGS,Skin-Melanoma,genome,ML_86_T_01,0.963,782
nonPCAWG-WGS,Skin-Melanoma,genome,ML_87_T_01,0.998,238
nonPCAWG-WGS,Skin-Melanoma,genome,ML_89_T_01,0.941,453
nonPCAWG-WGS,Skin-Melanoma,genome,ML_91_T_01,0.986,608
nonPCAWG-WGS,Skin-Melanoma,genome,ML_92_T_01,0.997,1118
nonPCAWG-WGS,Skin-Melanoma,genome,ML_93_T_01,0.993,221
nonPCAWG-WGS,Skin-Melanoma,genome,ML_94_T_01,0.992,276
nonPCAWG-WGS,Skin-Melanoma,genome,ML_95_T_01,0.998,33
nonPCAWG-WGS,Skin-Melanoma,genome,ML_97_T_01,0.968,432
nonPCAWG-WGS,Skin-Melanoma,genome,ML_98_T_01,0.984,0
nonPCAWG-WGS,Skin-Melanoma,genome,ML_99_T_01,0.99,210
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0004,0.932,326
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0006,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0010,0.905,277
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0013,0.943,362
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0014,0.952,699
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0016,0.999,233
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0017,0.999,40
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0018,0.997,293
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0019,1,509
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0020,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0021,0.982,199
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0023,1,427
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0024,0.998,141
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0025,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0026,0.998,342
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0027,0.998,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0028,0.997,141
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0029,0.999,99
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0030,0.918,271
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0031,0.994,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0032,0.999,297
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0039,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0040,0.995,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0041,0.999,245
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0044,0.999,64
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0047,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0049,0.995,73
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0054,0.932,266
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0057,0.936,325
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0058,0.907,578
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0059,0.951,107
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0063,0.955,350
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0065,0.959,1003
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0068,0.957,281
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0071,0.968,542
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0072,0.955,468
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0078,0.996,397
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0079,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0080,0.999,253
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0081,0.894,694
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0082,0.999,135
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0083,0.999,127
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0098,0.997,196
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0102,0.998,739
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0103,0.999,516
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0104,0.998,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0105,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0107,0.999,19
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0108,0.998,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0110,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0114,0.999,101
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0116,0.998,249
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0118,0.999,611
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0119,0.999,264
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0121,0.998,562
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0122,0.999,92
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0135,0.999,237
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0163,0.997,72
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0164,0.968,424
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0165,0.999,48
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0166,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0171,0.998,219
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0172,0.999,45
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0175,0.998,223
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0176,0.996,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0177,0.996,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0178,0.999,272
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0181,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0182,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0186,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0189,0.999,252
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0195,0.993,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0199,0.999,849
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0201,0.997,204
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0204,0.934,734
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0206,0.894,322
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0207,0.999,221
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0208,0.999,249
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0209,0.998,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0210,0.994,379
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0211,0.999,26
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0212,0.998,277
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0214,0.999,123
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0215,0.999,130
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0217,0.937,146
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0218,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0220,0.998,260
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0221,0.996,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0222,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0225,0.969,372
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0227,0.998,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0240,0.98,606
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0241,0.997,103
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0242,0.993,123
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0243,0.971,274
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0244,0.998,64
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0245,0.948,152
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0247,0.997,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0248,0.998,587
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0249,0.995,114
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0250,0.998,108
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0251,0.998,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0253,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0254,0.999,1405
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0255,0.999,50
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0258,0.999,186
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0260,0.999,0
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0261,0.996,138
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0262,0.999,165
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0263,0.996,116
nonPCAWG-WGS,Skin-Melanoma,genome,MELA_0264,0.997,38
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg005T,0.96,278
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg008T,0.984,9165
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg022T,0.976,1099
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg023T,0.974,1092
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg030T,0.981,1222
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg031T,0.973,470
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg032T,0.979,518
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg034T,0.971,1211
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg035T,0.979,1112
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg036T,0.981,944
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg038T,0.957,1069
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg039T,0.961,1026
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg043T,0.986,938
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg050T,0.973,292
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg052T,0.963,680
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg053T,0.974,1466
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg054T,0.975,1442
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg057T,0.972,3457
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg058T,0.983,1120
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg059T,0.993,1989
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg060T,0.988,1461
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg062T,0.983,749
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg064T,0.982,1126
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg065T,0.975,1300
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg068T,0.97,12858
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg069T,0.949,2252
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg072T,0.979,771
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg073T,0.989,1343
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg076T,0.977,1692
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg081T,0.982,2001
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg082T,0.97,938
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg088T,0.975,1285
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg089T,0.978,390
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg092T,0.996,883
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg094T,0.985,1149
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg097T,0.987,1060
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg099T,0.978,1290
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg100T,0.954,1265
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg102T,0.954,539
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg103T,0.985,2809
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg104T,0.952,722
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg105T,0.98,930
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg106T,0.978,1047
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg107T,0.985,1846
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg108T,0.986,1326
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg115T,0.95,1870
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg116T,0.979,2874
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg118T,0.975,883
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg119T,0.987,1305
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg120T,0.976,1593
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg121T,0.973,1293
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg122T,0.962,8741
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg123T,0.983,1602
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg124T,0.938,1214
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg125T,0.971,1563
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg127T,0.979,13828
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg129T,0.963,3687
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg130T,0.976,2215
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg132T,0.968,540
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg135T,0.982,1065
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg136T,0.974,793
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg138T,0.978,342
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg142T,0.968,125
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg143T,0.98,9524
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg144T,0.99,1678
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg145T,0.973,1021
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg146T,0.986,758
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg151T,0.989,1043
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg156T,0.976,519
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg157T,0.952,1108
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg160T,0.996,1370
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg164T,0.985,992
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg166T,0.967,440
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg167T,0.973,949
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg173T,0.978,776
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg180T,0.986,2361
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg181T,0.98,17297
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg182T,0.993,1431
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg205T,0.983,2588
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg212T,0.983,7547
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg213T,0.983,1020
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg217T,0.983,2351
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg220T,0.986,770
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg222T,0.981,2883
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg228T,0.978,1002
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg258T,0.977,1746
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg272T,0.996,975
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg277T,0.968,1511
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg282T,0.955,1110
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg311T,0.986,503
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg316T,0.98,1028
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg317T,0.987,1396
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg344T,0.965,895
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg373T,0.989,945
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg375T,0.959,784
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg378T,0.959,711
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg398T,0.975,311
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg413T,0.979,2998
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg416T,0.984,684
nonPCAWG-WGS,Stomach-AdenoCa,genome,pfg424T,0.968,611
TCGA-WES,AML,exome,TCGA-AB-2802-03B-01W-0728-08,0.811,3
TCGA-WES,AML,exome,TCGA-AB-2803-03B-01W-0728-08,0.608,4
TCGA-WES,AML,exome,TCGA-AB-2804-03B-01W-0728-08,0.826,0
TCGA-WES,AML,exome,TCGA-AB-2805-03B-01W-0728-08,0.903,12
TCGA-WES,AML,exome,TCGA-AB-2806-03B-01W-0728-08,0.896,40
TCGA-WES,AML,exome,TCGA-AB-2807-03B-01W-0728-08,0.86,33
TCGA-WES,AML,exome,TCGA-AB-2808-03B-01W-0728-08,0.869,0
TCGA-WES,AML,exome,TCGA-AB-2809-03D-01W-0755-09,0.552,0
TCGA-WES,AML,exome,TCGA-AB-2810-03B-01W-0728-08,0.826,1
TCGA-WES,AML,exome,TCGA-AB-2811-03B-01W-0728-08,0.575,2
TCGA-WES,AML,exome,TCGA-AB-2812-03B-01W-0728-08,0.793,0
TCGA-WES,AML,exome,TCGA-AB-2813-03B-01W-0728-08,0.682,4
TCGA-WES,AML,exome,TCGA-AB-2814-03D-01W-0755-09,0.701,3
TCGA-WES,AML,exome,TCGA-AB-2815-03B-01W-0728-08,0.721,0
TCGA-WES,AML,exome,TCGA-AB-2816-03B-01W-0728-08,0.793,1
TCGA-WES,AML,exome,TCGA-AB-2817-03B-01W-0728-08,0.549,3
TCGA-WES,AML,exome,TCGA-AB-2818-03B-01W-0728-08,0.487,1
TCGA-WES,AML,exome,TCGA-AB-2819-03B-01W-0728-08,0.762,6
TCGA-WES,AML,exome,TCGA-AB-2820-03B-01W-0728-08,0.82,2
TCGA-WES,AML,exome,TCGA-AB-2821-03B-01W-0728-08,0.687,0
TCGA-WES,AML,exome,TCGA-AB-2822-03D-01W-0755-09,0.614,10
TCGA-WES,AML,exome,TCGA-AB-2824-03B-01W-0728-08,0.805,0
TCGA-WES,AML,exome,TCGA-AB-2825-03D-01W-0755-09,0.846,0
TCGA-WES,AML,exome,TCGA-AB-2826-03B-01W-0728-08,0.876,52
TCGA-WES,AML,exome,TCGA-AB-2827-03B-01W-0728-08,0.972,0
TCGA-WES,AML,exome,TCGA-AB-2828-03B-01W-0728-08,0.887,15
TCGA-WES,AML,exome,TCGA-AB-2829-03B-01W-0728-08,0.821,3
TCGA-WES,AML,exome,TCGA-AB-2830-03B-01W-0728-08,0.95,1
TCGA-WES,AML,exome,TCGA-AB-2831-03A-01W-0726-08,0.635,0
TCGA-WES,AML,exome,TCGA-AB-2833-03B-01W-0728-08,0.859,9
TCGA-WES,AML,exome,TCGA-AB-2834-03B-01W-0728-08,0.852,0
TCGA-WES,AML,exome,TCGA-AB-2835-03B-01W-0728-08,0.912,0
TCGA-WES,AML,exome,TCGA-AB-2836-03B-01W-0728-08,0.613,1
TCGA-WES,AML,exome,TCGA-AB-2838-03A-01W-0726-08,0.629,6
TCGA-WES,AML,exome,TCGA-AB-2839-03B-01W-0728-08,0.75,3
TCGA-WES,AML,exome,TCGA-AB-2841-03B-01W-0728-08,0.763,0
TCGA-WES,AML,exome,TCGA-AB-2842-03A-01W-0726-08,0.712,0
TCGA-WES,AML,exome,TCGA-AB-2843-03B-01W-0728-08,0.913,4
TCGA-WES,AML,exome,TCGA-AB-2844-03B-01W-0728-08,0.92,0
TCGA-WES,AML,exome,TCGA-AB-2845-03D-01W-0755-09,0.609,1
TCGA-WES,AML,exome,TCGA-AB-2846-03B-01W-0728-08,0.775,0
TCGA-WES,AML,exome,TCGA-AB-2847-03B-01W-0728-08,0.929,0
TCGA-WES,AML,exome,TCGA-AB-2848-03B-01W-0728-08,0.943,0
TCGA-WES,AML,exome,TCGA-AB-2849-03B-01W-0728-08,0.702,12
TCGA-WES,AML,exome,TCGA-AB-2850-03B-01W-0728-08,0.65,9
TCGA-WES,AML,exome,TCGA-AB-2851-03B-01W-0728-08,0.767,0
TCGA-WES,AML,exome,TCGA-AB-2854-03B-01W-0728-08,0.872,29
TCGA-WES,AML,exome,TCGA-AB-2855-03B-01W-0728-08,0.96,0
TCGA-WES,AML,exome,TCGA-AB-2857-03B-01W-0728-08,0.717,4
TCGA-WES,AML,exome,TCGA-AB-2858-03D-01W-0755-09,0.678,0
TCGA-WES,AML,exome,TCGA-AB-2859-03B-01W-0728-08,0.845,3
TCGA-WES,AML,exome,TCGA-AB-2860-03B-01W-0728-08,0.842,0
TCGA-WES,AML,exome,TCGA-AB-2861-03B-01W-0728-08,0.81,6
TCGA-WES,AML,exome,TCGA-AB-2862-03B-01W-0728-08,0.896,2
TCGA-WES,AML,exome,TCGA-AB-2863-03D-01W-0755-09,0.573,0
TCGA-WES,AML,exome,TCGA-AB-2864-03B-01W-0728-08,0.761,0
TCGA-WES,AML,exome,TCGA-AB-2865-03B-01W-0728-08,0.703,5
TCGA-WES,AML,exome,TCGA-AB-2866-03B-01W-0728-08,0.867,0
TCGA-WES,AML,exome,TCGA-AB-2867-03B-01W-0728-08,0.961,0
TCGA-WES,AML,exome,TCGA-AB-2868-03B-01W-0728-08,0.961,0
TCGA-WES,AML,exome,TCGA-AB-2869-03A-01W-0761-09,0.547,0
TCGA-WES,AML,exome,TCGA-AB-2870-03A-01W-0732-08,0.815,0
TCGA-WES,AML,exome,TCGA-AB-2871-03A-01W-0732-08,0.729,4
TCGA-WES,AML,exome,TCGA-AB-2872-03A-01W-0732-08,0.828,5
TCGA-WES,AML,exome,TCGA-AB-2873-03A-01W-0732-08,0.897,0
TCGA-WES,AML,exome,TCGA-AB-2874-03A-01W-0732-08,0.933,0
TCGA-WES,AML,exome,TCGA-AB-2875-03A-01W-0732-08,0.907,2
TCGA-WES,AML,exome,TCGA-AB-2876-03A-01W-0732-08,0.908,0
TCGA-WES,AML,exome,TCGA-AB-2877-03A-01W-0732-08,0.711,5
TCGA-WES,AML,exome,TCGA-AB-2879-03A-01W-0732-08,0.749,0
TCGA-WES,AML,exome,TCGA-AB-2880-03A-01W-0732-08,0.772,0
TCGA-WES,AML,exome,TCGA-AB-2881-03A-01W-0732-08,0.702,2
TCGA-WES,AML,exome,TCGA-AB-2882-03A-01W-0761-09,0.506,0
TCGA-WES,AML,exome,TCGA-AB-2883-03A-01W-0732-08,0.959,0
TCGA-WES,AML,exome,TCGA-AB-2884-03A-01W-0732-08,0.902,0
TCGA-WES,AML,exome,TCGA-AB-2885-03A-01W-0732-08,0.83,9
TCGA-WES,AML,exome,TCGA-AB-2886-03A-01W-0732-08,0.876,1
TCGA-WES,AML,exome,TCGA-AB-2887-03A-01W-0732-08,0.831,0
TCGA-WES,AML,exome,TCGA-AB-2888-03A-01W-0732-08,0.825,3
TCGA-WES,AML,exome,TCGA-AB-2889-03A-01W-0732-08,0.743,0
TCGA-WES,AML,exome,TCGA-AB-2890-03A-01W-0732-08,0.64,3
TCGA-WES,AML,exome,TCGA-AB-2891-03A-01W-0733-08,0.688,1
TCGA-WES,AML,exome,TCGA-AB-2893-03A-01W-0733-08,0.824,0
TCGA-WES,AML,exome,TCGA-AB-2894-03A-01W-0733-08,0.764,0
TCGA-WES,AML,exome,TCGA-AB-2895-03A-01W-0733-08,0.803,8
TCGA-WES,AML,exome,TCGA-AB-2896-03A-01W-0733-08,0.683,0
TCGA-WES,AML,exome,TCGA-AB-2897-03A-01W-0733-08,0.784,4
TCGA-WES,AML,exome,TCGA-AB-2898-03A-01W-0733-08,0.926,5
TCGA-WES,AML,exome,TCGA-AB-2899-03A-01W-0733-08,0.772,2
TCGA-WES,AML,exome,TCGA-AB-2900-03A-01W-0733-08,0.923,0
TCGA-WES,AML,exome,TCGA-AB-2901-03A-01W-0733-08,0.797,0
TCGA-WES,AML,exome,TCGA-AB-2903-03A-01W-0761-09,0.936,0
TCGA-WES,AML,exome,TCGA-AB-2904-03A-01W-0732-08,0.911,2
TCGA-WES,AML,exome,TCGA-AB-2908-03A-01W-0745-08,0.609,0
TCGA-WES,AML,exome,TCGA-AB-2909-03A-01W-0745-08,0.698,0
TCGA-WES,AML,exome,TCGA-AB-2910-03A-01W-0745-08,0.657,2
TCGA-WES,AML,exome,TCGA-AB-2911-03A-01W-0732-08,0.673,4
TCGA-WES,AML,exome,TCGA-AB-2912-03A-01W-0732-08,0.944,0
TCGA-WES,AML,exome,TCGA-AB-2913-03A-01W-0732-08,0.763,4
TCGA-WES,AML,exome,TCGA-AB-2914-03A-01W-0732-08,0.941,4
TCGA-WES,AML,exome,TCGA-AB-2915-03A-01W-0745-08,0.67,3
TCGA-WES,AML,exome,TCGA-AB-2916-03A-01W-0732-08,0.796,3
TCGA-WES,AML,exome,TCGA-AB-2917-03A-01W-0732-08,0.73,9
TCGA-WES,AML,exome,TCGA-AB-2918-03A-01W-0745-08,0.738,2
TCGA-WES,AML,exome,TCGA-AB-2919-03A-01W-0745-08,0.747,2
TCGA-WES,AML,exome,TCGA-AB-2920-03A-01W-0732-08,0.913,0
TCGA-WES,AML,exome,TCGA-AB-2921-03A-01W-0755-09,0.777,0
TCGA-WES,AML,exome,TCGA-AB-2922-03A-01W-0745-08,0.419,0
TCGA-WES,AML,exome,TCGA-AB-2923-03A-01W-0745-08,0.737,0
TCGA-WES,AML,exome,TCGA-AB-2924-03A-01W-0745-08,0.72,0
TCGA-WES,AML,exome,TCGA-AB-2925-03A-01W-0732-08,0.825,1
TCGA-WES,AML,exome,TCGA-AB-2926-03A-01W-0732-08,0.832,0
TCGA-WES,AML,exome,TCGA-AB-2927-03A-01W-0755-09,0.645,7
